PMID,Author,Affiliation
11877751,"Lindén, Ola",-
11877751,"Tennvall, Jan",-
11877751,"Wingårdh, Karin",-
11877751,"Strand, Sven-Erik",-
12477575,"Handa, K","Department of Operative Dentistry and Endodontics, Yokosuka, Japan."
12477575,"Saito, M",-
12477575,"Yamauchi, M",-
12477575,"Kiyono, T",-
12477575,"Sato, S",-
12477575,"Teranaka, T",-
12477575,"Sampath Narayanan, A",-
12023894,"Malaud, Eric","INSERM U331, Faculty of Medecine RTH Laënnec, 8 Rue Guillaume Paradin, 69372 Lyon Cedex 08, France."
12023894,"Hourton, Delphine",-
12023894,"Giroux, Louise Marie",-
12023894,"Ninio, Ewa",-
12023894,"Buckland, Robin",-
12023894,"McGregor, John L",-
11886429,"Rigamonti, Cristina","Clinica Medica Generale, Università del Piemonte Orientale A. Avogadro, A.O. Maggiore della Carità, Corso Massini 18, 28100 Novara, Italy. crigamo@tin.it"
11886429,"Andorno, S",-
11886429,"Maduli, E",-
11886429,"Morelli, S",-
11886429,"Pittau, S",-
11886429,"Nicosia, G",-
11886429,"Boldorini, R",-
11886429,"Sartori, M",-
12057969,"Cavard, Daniele","Laboratoire d'Ingénierie des Systèmes Macromoléculaires, Centre National de la Recherche Scientifique, 13402 Marseille Cedex 20, France. cavard@ibsm.cnrs-mrs.fr"
12030895,"Harel, L","Department of Pediatrics C, Schneider Children's Medical Center of Israel, Sackler School of Medicine, Tel Aviv University, Petach Tikvah, Israel."
12030895,"Zeharia, A",-
12030895,"Kodman, Y",-
12030895,"Straussberg, R",-
12030895,"Zabriskie, J B",-
12030895,"Amir, J",-
11730849,"Arinbjarnarson, Sturla","Department of Immunology, National University Hospital, 101 Reykjavík, Iceland."
11730849,"Valdimarsson, Helgi",-
12162233,"Bode, C O","Departments of Surgery and Microbiology, University of Lagos, Nigeria."
12162233,"Omilabu, S A",-
12677212,"Woisetschlager, Maximilian",-
12677212,"Stutz, Adrian M",-
12677212,"Ettmayer, Peter",-
12457845,"Gebauer, Wolfgang","Institute of Zoology, University of Mainz, Mainz, Germany. gebauer@mail.uni-mainz.de"
12457845,"Robin Harris, J",-
12457845,"Markl, Jürgen",-
12416770,"Sosroseno, Wihaskoro","School of Dental Sciences, Universiti Sains Malaysia, Kelantan. wihaskoro@kb.usm.my"
12416770,"Bird, Philip S",-
12416770,"Gemmell, Erica",-
12416770,"Seymour, Gregory J",-
12152312,"Pyrohova, L V","Palladin Institute of Biochemistry, NAS of Ukraine, Kyiv."
12152312,"Starodub, M F",-
11892692,"Avcin, T","Department of Pediatrics, University Medical Center, Ljubljana, Slovenia. tadej.avcin@siol.net"
11892692,"Ambrozic, A",-
11892692,"Bozic, B",-
11892692,"Accetto, M",-
11892692,"Kveder, T",-
11892692,"Rozman', B",-
12029284,"Kawasaki, Goro","The First Department of Oral and Maxillofacial Surgery, Nagasaki University, Japan. gkawa@net.nagasaki-u.ac.jp"
12029284,"Kato, Yuzo",-
12029284,"Mizuno, Akio",-
12429213,"Sakamoto, Masaki","Tokyo Metropolitan Neurological Hospital, Tokyo, Japan."
12429213,"Uchihara, Toshiki",-
12429213,"Hayashi, Masaharu",-
12429213,"Nakamura, Ayako",-
12429213,"Kikuchi, Etsuko",-
12429213,"Mizutani, Toshio",-
12429213,"Mizusawa, Hidehiro",-
12429213,"Hirai, Shunsaku",-
12166074,"Moriyama, Takanori","Department of Laboratory Technology, College of Medical Technology, Hokkaido University, Sapporo 060-0812."
12166074,"Tozawa, Tatsuo",-
12166074,"Matsuno, Kazuhiko",-
12133660,"Rolain, Jean-Marc","Unité des Rickettsies CNRS UPRES-A 6020, Faculté de Médecine, Université de la Méditerranée, 13385 Marseille Cedex 05, France."
12133660,"Foucault, Cédric",-
12133660,"Guieu, Régis",-
12133660,"La Scola, Bernard",-
12133660,"Brouqui, Philippe",-
12133660,"Raoult, Didier",-
12517277,"Warrens, Anthony N","Departments of Immunology and Renal Medicine, Hammersmith Campus, Imperial College London, Ducane Road, London W12 0HS, UK. a.warrens@ic.ac.uk"
12225863,"Tozaki, Hirokazu","Division of Brain Function, National Institute of Genetics, Graduate University for Advanced Studies, Yata 1111, Mishima, Japan."
12225863,"Kawasaki, Takahiko",-
12225863,"Takagi, Yoshiko",-
12225863,"Hirata, Tatsumi",-
12597618,"Tolosa de Talamoni, N","Cátedra de Bioquímica y Biología Molecular, Facultad de Ciencias Médicas, Universidad Nacional de Córdoba, C.C. 35, Suc. 16, 5016 Córdoba, Argentina. ntolosa@biomed.uncor.edu"
12597618,"Pérez, A",-
12597618,"Riis, R",-
12597618,"Smith, C",-
12597618,"Norman, M L",-
12597618,"Wasserman, R H",-
12007794,"Nakamura, Morihiko","Department of Biochemistry, Shimane Medical University, Izumo, Japan. nkmr0515@shimane-med.ac.jp"
12007794,"Tsunematsu, Tokugoro",-
12007794,"Tanigawa, Yoshinori",-
12530470,"Pan, Guo-yu","Center of Pharmacokinetics, China Pharmaceutical University, Nanjing, China. panguoyu@hotmail.com"
12530470,"Wang, Guang-Ji",-
12530470,"Liu, Xiao-Dong",-
12530470,"Fawcett, J Paul",-
12530470,"Xie, Yuan-Yuan",-
12409447,"Alanazi, Mohammed","Department of Biochemistry and Molecular Biology, University of Kentucky, Lexington, KY 40536, USA."
12409447,"Leadon, Steven A",-
12409447,"Mellon, Isabel",-
11876588,"Kawata, Ryo","Department of Otolaryngology, Osaka Medical College, Takatsuki-City, Japan. oto034@poh.osaka-med.ac.jp"
11876588,"Shimada, Taketoshi",-
11876588,"Maruyama, Susumu",-
11876588,"Hisa, Yasuo",-
11876588,"Takenaka, Hiroshi",-
11876588,"Murakami, Yasushi",-
11743245,"von Tirpitz, Christian","Department of Medicine I, University of Ulm, Ulm, Germany. christian.tirpitz@medizin.uni.ulm.de"
11743245,"Kohn, Claudia",-
11743245,"Steinkamp, Martin",-
11743245,"Geerling, Irmlind",-
11743245,"Maier, Volker",-
11743245,"Möller, Peter",-
11743245,"Adler, Guido",-
11743245,"Reinshagen, Max",-
12552972,"Berglund, Ake","Departments of Oncology, Radiology and Clinical Immunology, University of Uppsala, Akademiska Sjukhuset, Uppsala, Sweden. ake.berglund@onkologi.uu.se"
12552972,"Edler, David",-
12552972,"Molin, Daniel",-
12552972,"Nordlinder, Hans",-
12552972,"Graf, Wilhelm",-
12552972,"Glimelius, Bengt",-
12153956,"Maus, Ulrich","Department of Internal Medicine, Justus-Liebig-University, Klinikstrasse 36, Giessen 35392, USA. ulrich.a.maus@med.uni-giessen.de"
12153956,"von Grote, Karen",-
12153956,"Kuziel, William A",-
12153956,"Mack, Matthias",-
12153956,"Miller, Edmund J",-
12153956,"Cihak, Josef",-
12153956,"Stangassinger, Manfred",-
12153956,"Maus, Regina",-
12153956,"Schlöndorff, Detlef",-
12153956,"Seeger, Werner",-
12153956,"Lohmeyer, Jürgen",-
12172914,"Stack, Michael James","Veterinary Laboratories Agency, Woodham Lane, Addlestone, Surrey KT15 3NB, UK. m.j.stack@vla.DEFRA.gov.uk"
12172914,"Chaplin, Melanie Jane",-
12172914,"Clark, Jemma",-
11978925,"Metso, Tuula","Skin and Allergy Hospital, Division of Allergy, P.O. Box 160, FIN-00029 Helsinki University Central Hospital, Helsinki, Finland. tuula.metso@hus.fi"
11978925,"Venge, P",-
11978925,"Haahtela, T",-
11978925,"Peterson, C G B",-
11978925,"Sevéus, L",-
12905794,"Zhang, Jing","State Key Laboratory of Experimental Hematology, Institute of Hematology, CAMS, PUMC, Tianjin 300020, China."
12905794,"Ma, Yue-xia",-
12905794,"Han, Zhong-chao",-
12584917,"Feremans, W",wfereman@ulb.ac.be
12584917,"Kentos, A",-
12584917,"Robin, V",-
12237899,"Crombet-Ramos, Tania","Center of Molecular Immunology, Research Division, Havana, Cuba."
12237899,"Rak, Janusz",-
12237899,"Pérez, Rolando",-
12237899,"Viloria-Petit, Alicia",-
12167006,"Kitova, Elena N","Department of Chemistry, University of Alberta, Edmonton, Canada T6G 2G2."
12167006,"Bundle, David R",-
12167006,"Klassen, John S",-
12191675,"Kim, Jae","Cell Biology Laboratory, Korea Research Institute of Bioscience and Biotechnology (KRIBB), 52 Uen-dong, Yusung, 305-600, Taejon, Republic of Korea"
12191675,"Kim, Joo",-
12191675,"Yoon, Sun",-
12191675,"Joo, Joung",-
12191675,"Lee, Younghee",-
12191675,"Lee, Kwang",-
12191675,"Chung, Jae",-
12191675,"Choe, In",-
12435156,"Trout, J M","Animal and Natural Resources Institute, Agricultural Research Service, US Department of Agriculture, Beltsville, Maryland 20705, USA. jtrout@anri.barc.usda.gov"
12435156,"Walsh, E J",-
12435156,"Fayer, R",-
12056618,"Przybylska-Gornowicz, B","Department of Histology and Embryology, Faculty of Veterinary Medicine, University of Warmia and Mazury, Olsztyn, Poland. przybyl@uwm.edu.pl"
12056618,"Lewczuk, B",-
11999566,"Bass, Adam J","Duke University School of Medicine, Duke University Medical Center, Durham, NC 27710, USA. ajb14@duke.edu"
11999566,"Gong, Jerald",-
11999566,"Nelson, Ramona",-
11999566,"Rizzieri, David A",-
12102204,"Ramos-Vara, J A","Veterinary Medical Diagnostic Laboratory, College of Veterinary Medicine, University of Missouri, Columbia 65205, USA. ramosj@missouri.edu"
12102204,"Miller, M A",-
12102204,"Johnson, G C",-
12102204,"Turnquist, S E",-
12102204,"Kreeger, J M",-
12102204,"Watson, G L",-
12066971,"Schwartz, Michael D","Department of Emergency Medicine, University of Cincinnati, Ohio 45267-0769, USA. schwarmd@fuse.net"
12677176,"Solomon, Beka",-
12137867,"Bains, Rani","Division of Biomedical Sciences, School of Health Sciences, University of Wolverhampton, Wolverhampton, United Kingdom."
12137867,"Adeghe, Jude",-
12137867,"Carson, Ray J",-
17955576,"Marinković, M","Department of Experimental Oncology, Institute for Oncology and Radiology of Serbia, Beograd, Yugoslavia."
17955576,"Milosević, D",-
17955576,"Tomasević, Z",-
17955576,"Jelić, S",-
12061028,"Strmen, P","Department of Ophthalmology, Faculty of Medicine, Comenius University, Bratislava, Slovakia."
12061028,"Broskova, D",-
12061028,"Stanislavova, M",-
12061028,"Kmety, E",-
12061028,"Mateicka, F",-
22063913,"Chen, Fur-Chi","Department of Nutrition and Food Science, 328 Spidle Hall, Auburn University, Auburn, AL 36849-5606, USA."
22063913,"Hsieh, Y-H Peggy",-
12186401,"Kunikata, Toshio","Fujisaki Institute, Hayashibara Biochemical Laboratories, Inc, Okayama, Japan. fujisaki@hayashibara.co.jp"
12186401,"Ishihara, Tatsuya",-
12186401,"Ushio, Shimpei",-
12186401,"Iwaki, Kanso",-
12186401,"Ikeda, Masao",-
12186401,"Kurimoto, Masashi",-
12062111,"Warolen, Malin","Target Discovery, Biovitrum, Strandbergsgatan 47, S-112 87, Stockholm, Sweden."
12062111,"Walum, Erik",-
12062111,"Wilcke, Mona",-
12377624,"Wu, Tao","Department of Transfusion, Nanfang Hospital, First Military Medical University, Guangzhou 510515, China."
12377624,"Lan, Jiong-Cai",-
12377624,"Zhang, Hong",-
12377624,"Wang, Cong-Rong",-
12377624,"Mao, Gao-Cai",-
24728116,"Braun, J","Rheumazentrum Ruhrgebiet, Herne und Freie Universität, Berlin, Germany."
24728116,"Manger, B",-
11972392,"Ferrandina, G","Department of Obstetrics and Gynecology, Catholic University of the Sacred Heart, Largo A. Gemelli 8, 00168 Rome, Italy."
11972392,"Ranelletti, F O",-
11972392,"Lauriola, L",-
11972392,"Fanfani, F",-
11972392,"Legge, F",-
11972392,"Mottolese, M",-
11972392,"Nicotra, M R",-
11972392,"Natali, P G",-
11972392,"Zakut, V H",-
11972392,"Scambia, G",-
11788464,"Liu, Yi","Department of Bioengineering and Whitaker Institute of Biomedical Engineering, University of California at San Diego, La Jolla, USA."
11788464,"Chen, Benjamin P-C",-
11788464,"Lu, Min",-
11788464,"Zhu, Yi",-
11788464,"Stemerman, Michael B",-
11788464,"Chien, Shu",-
11788464,"Shyy, John Y-J",-
12390521,"Lawlor, Mike W","Neurology and Research Services, Department of Veterans Affairs, Neurology Service (127)Building 1, Edward Hines Jr Hospital, Hines, IL 60141, USA."
12390521,"Richards, Michael P",-
12390521,"De Vries, George H",-
12390521,"Fisher, Morris A",-
12390521,"Stubbs, Evan B Jr",-
12188367,"Stalikas, Constantine","Institute of Hydrochemistry and Chemical Balneology, Technical University Munich, München, Germany."
12188367,"Knopp, Dietmar",-
12188367,"Niessner, Reinhard",-
12139639,"Goncharuk, Viktor N","Department of Pathology, Albany Medical College, Albany, NY 12208, USA."
12139639,"Ross, Jeffrey S",-
12139639,"Carlson, J Andrew",-
12445803,"Vladić, Anton","Department of Neurology, General Hospital Sveti Duh, Zagreb, Croatia."
12445803,"Horvat, Gordana",-
12445803,"Vukadin, Stjepan",-
12445803,"Sucić, Zvonimir",-
12445803,"Simaga, Sumski",-
11866545,"Zhao, Hong","Institute of Clinical Medical Sciences, China-Japan Friendship Hospital, Beijing, 100029, China."
11866545,"Dong, Xi",-
11866545,"Wang, Xiong",-
11866545,"Li, Xiufeng",-
11866545,"Zhuang, Fengyuan",-
11866545,"Stoltz, Jean François",-
11866545,"Lou, Jinning",-
19649224,"Schaper, Wolfgang","Max Planck Institute, Bad Nauheim, Germany."
12549791,"Siritantikorn, Sontana","Department of Microbiology, Faculty of Medicine, Siriraj Hospital, Mahidol University, Bangkok 10700, Thailand."
12549791,"Puthavathana, Pilaipan",-
12549791,"Suwanjutha, Subharee",-
12549791,"Chantarojanasiri, Teerachai",-
12549791,"Sunakorn, Pramuan",-
12549791,"Ratanadilok Na Phuket, Tapanok",-
12549791,"Nawanopparatsakul, Sunti",-
12549791,"Teeyapaiboonsilpa, Pratueng",-
12549791,"Taveepvoradej, Sumalee",-
12549791,"Pengmesri, Jariya",-
12549791,"Pongpate, Suchittra",-
12391900,"Levy, Jean-Paul","Institut Pasteur, 28, rue du Docteur-Roux, 75724 Paris, France. jplevy@pasteur.fr"
12100046,"Shirasaki, H","Department of Otolaryngology, Sapporo Medical University, School of Medicine, Sapporo, Japan. puchibe@spa.att.ne.jp"
12100046,"Kanaizumi, E",-
12100046,"Watanabe, K",-
12100046,"Matsui, T",-
12100046,"Sato, J",-
12100046,"Narita, S",-
12100046,"Rautiainen, M",-
12100046,"Himi, T",-
12604044,"Koning, Gerben A","Department of Cell Biology, section Liposome Research, Groningen University Institute for Drug Exploration, The Netherlands."
12604044,"Kamps, Jan A A M",-
12604044,"Scherphof, Gerrit L",-
12685566,"Lua, Ahai C","Department of Medical Technology, Tzu Chi University, 701, Chung Yang Road Section 3, Hualien, 970, Taiwan."
12685566,"Chou, Tsong-Yung",-
12412423,"Zhuo, Mingying","Department of Otolaryngology, Nanping Second Hospital, Jianyang 354200."
12412423,"Yang, Jun",-
12412423,"Yang, Feng",-
12412423,"Lin, Xing",-
11952711,"Shimizu, T","Department of Dermatology, Hokkaido University Graduate School of Medicine, Kita-ku, Sapporo 060-8638, Japan. michiki@med.hokudai.ac.jp"
11952711,"Tateishi, Y",-
11952711,"Furuichi, Y",-
11952711,"Sugimoto, M",-
11952711,"Kawabe, T",-
11952711,"Matsumoto, T",-
11952711,"Shimizu, H",-
11913558,"Shimoji, Yoshihiro","National Institute of Animal Health, Tsukuba, Ibaraki, Japan."
11913558,"Asato, Hitoshi",-
11913558,"Sekizaki, Tsutomu",-
11913558,"Mori, Yasuyuki",-
11913558,"Yokomizo, Yuichi",-
12413743,"Tischenko, Vladimir M","Institute of Protein Research, Russian Academy of Sciences, Pushchino, Moscow Region 142292, Russia. tischen@vega.protres.ru"
12413743,"Zav'yalov, Vladimir P",-
12019648,"Capua, I","National Reference Laboratory for Newcastle, Disease and Avian Influenza, Virology Department."
12019648,"Dalla, Pozza M",-
12019648,"Mutinelli, F",-
12019648,"Marangon, S",-
12019648,"Terregino, C",-
12582919,"Sangtong, V","Iowa State University, Department of Agronomy, Ames, IA 50011, USA."
12582919,"Moran, L",-
12582919,"Chikwamba, R",-
12582919,"Wang, K",-
12582919,"Woodman-Clikeman, W",-
12582919,"Long, J",-
12582919,"Lee, M",-
12582919,"Scott, P",-
12470205,"Splíchal, I","Division of Immunology and Gnotobiology, Institute of Microbiology, Academy of Sciences of the Czech Republic, Novy Hradek, Czech Republic. splichal@biomed.cas.cz"
12470205,"Trebichavský, I",-
12470205,"Splíchalová, A",-
12470205,"Dítetová, L",-
12470205,"Zahradnícková, M",-
11926733,"Osaki, Takako",-
11926733,"Yamaguchi, Hiroyuki",-
11926733,"Taguchi, Haruhiko",-
11926733,"Fukada, Minoru","Division of Medical Microbiology, Department of Infectious Diseases, *Laboratory for Electron Microscopy and †2nd Department of Anatomy, Kyorin University School of Medicine, Shinkawa, Mitaka, Tokyo, Japan."
11926733,"Kawakami, Hayato","Division of Medical Microbiology, Department of Infectious Diseases, *Laboratory for Electron Microscopy and †2nd Department of Anatomy, Kyorin University School of Medicine, Shinkawa, Mitaka, Tokyo, Japan."
11926733,"Hirano, Hiroshi","Division of Medical Microbiology, Department of Infectious Diseases, *Laboratory for Electron Microscopy and †2nd Department of Anatomy, Kyorin University School of Medicine, Shinkawa, Mitaka, Tokyo, Japan."
11926733,"Kamiya, Shigeru",-
12392390,"Fujiwara, Hiroshi","Department of Molecular Medicine, Osaka University Graduate School of Medicine, Suita, Japan. fujiwara@qc5.so-net.ne.jp"
12392390,"Morita, Atsushi",-
12392390,"Kobayashi, Hideyuki",-
12392390,"Hamano, Katsura",-
12392390,"Fujiwara, Yoshiyuki",-
12392390,"Hirai, Koichi",-
12392390,"Yano, Masahiko",-
12392390,"Naka, Tetsuji",-
12392390,"Saeki, Yukihiko",-
11916079,"Nogami, Keiji","Department of Pediatrics, Nara Medical University, Kashihara, Japan."
11916079,"Shima, Midori",-
11916079,"Nishiya, Katsumi",-
11916079,"Sakurai, Yoshihiko",-
11916079,"Tanaka, Ichiro",-
11916079,"Giddings, John C",-
11916079,"Saenko, Evgueni L",-
11916079,"Yoshioka, Akira",-
12428237,"Reichlin, Morris","Oklahoma Medical Research Foundation and Oklahoma University College of Medicine, Oklahoma City, OK 73104, USA. morris-reichlin@omrf.ouhsc.edu"
12428237,"Fesmire, James",-
12428237,"Quintero-Del-Rio, Ana I",-
12428237,"Wolfson-Reichlin, Marianne",-
11867586,"Crowston, Jonathan G","Wound Healing Research Unit, Institute of Ophthalmology, Bath Street, London EC1V 9EL, United Kingdom. jcrowston@lineone.net"
11867586,"Chang, Lydia H",-
11867586,"Constable, Peter H",-
11867586,"Daniels, Julie T",-
11867586,"Akbar, Arne N",-
11867586,"Khaw, Peng T",-
16120287,"Margineantu, Daciana H","Department of Biology and Institute of Molecular Biology, University of Oregon, Eugene, OR 97403, USA."
16120287,"Brown, Ruth M",-
16120287,"Brown, Garry K",-
16120287,"Marcus, Andrew H",-
16120287,"Capaldi, Roderick A",-
12417953,"Yung, V","Laboratorio de Diagnóstico de Rabia, Instituto de Salud Pública de Chile, Santiago, Chile. vyung@ispch.cl"
12417953,"Favi, M",-
12417953,"Fernández, J",-
30818689,"Tessitori, M","DISTEF, Plant Pathology, University of Catania, Catania, Italy."
30818689,"Rosa, R La","DISTEF, Plant Pathology, University of Catania, Catania, Italy."
30818689,"Catara, A","DISTEF, Plant Pathology, University of Catania, Catania, Italy."
12368329,"Johnston, Elizabeth R","Department of Animal Science and Graduate Group in Biochemistry and Molecular Biology, University of California, Davis, California 95616, USA."
12368329,"Albritton, Lorraine M",-
12368329,"Radke, Kathryn",-
12001789,"Oh, Jae-Won","Department of Pediatrics, Hanyang University College of Medicine, Seoul, Korea."
12001789,"Lee, Ha-Baik",-
12001789,"Chung, Yong-Hoon",-
12001789,"Choi, Yong",-
14505012,"Lai, W B","Department of Chemical Engineering, University of Cambridge, Pembroke Street, Cambridge, CB2 3RA, UK."
14505012,"Middelberg, A P J",-
12148241,"Panagopoulou, Evridiki","Department of Histology and Embryology, University of Athens, Medical School, M. Asias 75, Goudi, Athens 11527, Greece."
12148241,"Kouloukoussa, Mirsini",-
12148241,"Voloudaki-Baltatzi, Irene",-
12148241,"Kittas, Christos",-
12148241,"Marinos, Evangelos",-
12089144,"Issafras, Hassan","Department of Cell Biology, Cochin Institute, INSERM U-567, CNRS UMR-8104 and University René-Descartes, Paris 75014, France."
12089144,"Angers, Stéphane",-
12089144,"Bulenger, Sébastien",-
12089144,"Blanpain, Cédric",-
12089144,"Parmentier, Marc",-
12089144,"Labbé-Jullié, Catherine",-
12089144,"Bouvier, Michel",-
12089144,"Marullo, Stefano",-
12219973,"Dopaz, C P","Departamento de Microbioloxia e Parasitoloxia, Instituto de Acuicultura/Facultade de Bioloxia, Universidade de Santiago de Compostela, Spain. mpdopazo@usc.es"
12219973,"Bandín, I",-
12219973,"López-Vazquez, C",-
12219973,"Lamas, J",-
12219973,"Noya, M",-
12219973,"Barja, J L",-
12097828,"Shinosaki, Toshihiro","Shionogi Discovery Research Laboratories, Shionogi & Co., Toyonaka, Osaka, Japan. toshihiro.shinosaki@shionogi.co.jp"
12097828,"Notoya, Mitsuru",-
12097828,"Nomura, Yasuharu",-
12097828,"Miyai, Ikuko",-
12097828,"Kobayashi, Tatsuo",-
12097828,"Kurihara, Hidetake",-
11996944,"Sako, Toshiro","Department of Veterinary Pathology, School of Veterinary Medicine, Rakuno Gakuen University, 582 Bunkyodai-Midorimachi, Ebetsu, 069-8501, Hokkaido, Japan."
11996944,"Takahashi, Tatsufumi",-
11996944,"Takehana, Kazushige",-
11996944,"Uchida, Eiji",-
11996944,"Nakade, Tetsuya",-
11996944,"Umemura, Takashi",-
11996944,"Taniyama, Hiroyuki",-
12485425,"Steude, Judith","Institute of Immunology, University of Kiel, Michaelisstr. 5, 24105 Kiel, Germany."
12485425,"Kulke, Reinhard",-
12485425,"Christophers, Enno",-
11964300,"Gray, Christian P","Deparment of Oncology and Immunology, Newcastle Mater Hospital, Australia."
11964300,"Arosio, Paolo",-
11964300,"Hersey, Peter",-
12905835,"Lu, Shi-hong","National Laboratory of Experimental Hematology, Institute of Hematology, CAMS, PUMC, Tianjin 300020, China."
12905835,"Liu, Yong-jun",-
12905835,"Lu, Min",-
12905835,"Feng, Yi",-
12905835,"Li, Wen-ying",-
12905835,"Cai, Ying-lin",-
12905835,"Han, Zhong-chao",-
12473681,"Hashimoto, Mika","Laboratory of Food and Biodynamics, Graduate School of Bioagricultural Sciences, Nagoya University, Nagoya 464-8601, Japan."
12473681,"Sibata, Takahiro",-
12473681,"Wasada, Hiroaki",-
12473681,"Toyokuni, Shinya",-
12473681,"Uchida, Koji",-
12175611,"Wigger, Esther","Zoological Institute, University of Bern, Baltzerstr. 6, 3012 CH Bern, Switzerland."
12175611,"Kuhn-Nentwig, Lucia",-
12175611,"Nentwig, Wolfgang",-
19003082,"Girard, Philippe","LBTC, Center of Biotechnology, EPFL, Lausanne, Switzerland."
19003082,"Derouazi, Madiha",-
19003082,"Baumgartner, Gwendoline",-
19003082,"Bourgeois, Michaela",-
19003082,"Jordan, Martin",-
19003082,"Jacko, Barbara",-
19003082,"Wurm, Florian M",-
12462462,"Tzoneva, Rumiana","GKSS Forschungszentrum, Institut für Chemie, Abteilung Membranforschung, Teltow, Germany."
12462462,"Heuchel, Matthias",-
12462462,"Groth, Thomas",-
12462462,"Altankov, George",-
12462462,"Albrecht, Wolfgang",-
12462462,"Paul, Dieter",-
11895496,"Hattori, H","Department of Pathology, Kariya General Hospital, Kariya, Aichi, Japan. hattori.kariya-gh.pathol@kariya-gh.ne.jp"
12489192,"Gaspirc, B","Department of Oral Medicine and Periodontology, Faculty of Medicine, University of Ljubljana, Hrvatski trg 6, 1000 Ljubljana, Slovenia."
12489192,"Masera, A",-
12489192,"Skaleric, U",-
22061071,"Kubo, T","Master's Program in Functional Biology, Graduate School of Science and Technology, Niigata University, Niigata 950-2181, Japan."
22061071,"Gerelt, B",-
22061071,"Han, G D",-
22061071,"Sugiyama, T",-
22061071,"Nishiumi, T",-
22061071,"Suzuki, A",-
12181804,"Lin, Tanya P","Genentech, Inc., Dept. of Pharmaceutical R&D, 1 DNA Way, South San Francisco, CA 94080, USA. tmoy@gene.com"
12181804,"Hsu, Chung C",-
11999019,"Kato, Satomi","Department of Microbiology and Immunology, College of Veterinary Medicine, Cornell University, Ithaca, NY 14853, USA. sk89@cornell.edu"
11999019,"Bowman, Dwight D",-
11882413,"Shibuya, Akitaka","Department of Internal Medicine, Kitasato University School of Medicine, 1-15-1, Kitasato, Kanagawa 228-8555, Sagamihara, Japan"
11882413,"Ikewaki, Nobunao",-
12056629,"Ziemba, H","Department of Histology and Embryology, Center of Biostructure Research, Medical Academy, Warsaw, Poland."
12056629,"Biały, L P",-
12056629,"Fracki, S",-
12056629,"Bablok, L",-
12056629,"Wójcik, C",-
30818556,"De Boer, S H","Center for Animal and Plant Health, Canadian Food Inspection Agency, 93 Mount Edward Road, Charlottetown, PE C1A 5T1, Canada."
12089786,"Kaufmann, O","Institut für Pathologie, Universitätsklinikum Charité, Schumannstrasse 20/21, 10117 Berlin."
12089786,"Fietze, E",-
12089786,"Dietel, M",-
11689234,"Tsuruda, Kazumi","Graduate School of Marine Science and Technology, Nagasaki University, 1-14, Bunkyo-machi, Nagasaki 852-8521, Japan."
11689234,"Arakawa, Osamu",-
11689234,"Kawatsu, Kentaro",-
11689234,"Hamano, Yonekazu",-
11689234,"Takatani, Tomohiro",-
11689234,"Noguchi, Tamao",-
12471046,"Iwamoto, Lynn M","Department of Pediatrics, Kapiolani Medical Center for Women and Children and John A. Burns School of Medicine, Hawaii 96822, USA. lynni@kapiolani.org"
12471046,"Nakamura, Kenneth T",-
12471046,"Wada, Randal K",-
12425943,"Thurneysen, Thomas","Pharmakologisches Institut der Universität Bern, Friedbühlstrasse 49, CH 3010, Bern, Switzerland."
12425943,"Nicoll, Debora A",-
12425943,"Philipson, Kenneth D",-
12425943,"Porzig, Hartmut",-
12049467,"Boggild, Andrea K","Department of Biological Sciences, Auburn University, AL 36849, USA. andrea.boggild@utoronto.ca"
12049467,"Sundermann, Christine A",-
12049467,"Estridge, Barbara H",-
12604039,"Mastrobattista, Enrico","Utrecht Institute for Pharmaceutical Sciences, Utrecht University, Utrecht, The Netherlands."
12604039,"Crommelin, Daan J A",-
12604039,"Wilschut, Jan",-
12604039,"Storm, Gert",-
12238575,"Matos, Olga","Unidade de Protozoários Oportunistas, VIH e Outras Protozooses, Instituto de Higiene e Medicina Tropical, Lisbon, Portugal. omatos@chmt.uml.pt"
12238575,"Lobo, Maria L",-
12238575,"Gonçalves, Luzia",-
12238575,"Antunes, Francisco",-
12121826,"Nicolosi, Robert J","Department of Health and Clinical Science, Center for Health and Disease Research, University of Massachusetts Lowell, 01854, Lowell, MA, USA"
12121826,"Wilson, Thomas A",-
12121826,"Handelman, Garry",-
12121826,"Foxall, Thomas",-
12121826,"Keaney, John F",-
12121826,"Vita, Joseph A",-
12424568,"Fujikawa, Hirotoshi","Fourth Department of Internal Medicine, Teikyo University School of Medicine, 3-8-3 Mizonokuchi, Takatsu-ku, Kawasaki 213-8507, Japan."
12424568,"Miyakawa, Hiroshi",-
12424568,"Iguchi, Kanae",-
12424568,"Nishizawa, Mika",-
12424568,"Moro, Kunihiko",-
12424568,"Nagai, Kozo",-
12424568,"Ishibashi, Miyuki",-
12071712,"Lee, Myung-Hoon","Genetic Engineering Department, Kyungpook National University, Daegu, Republic of Korea."
12071712,"Park, Tae-In",-
12071712,"Park, Yong-Bok",-
12071712,"Kwak, Ju-Won",-
11748478,"Henno, S","Service d'Anatomie et de Cytologie Pathologiques B, Centre Hospitalier-Regional et Universitaire Pontchaillou, 35033 Rennes Cedex 09, France."
11748478,"Brichory, F",-
11748478,"Langanay, T",-
11748478,"Desrues, B",-
11748478,"Bidon, N",-
11748478,"Delaval, P",-
11748478,"Ramee, M-P",-
